,0,1,2,3
20,1579.0,3OH!3,Starstrukk,
21,481.0,5 Seconds of Summer,Easier,
22,1490.0,Donna Summer,She Works Hard for the Money,"She works hard for the money
So hard for it, honey
She works hard for the money
So you better treat her right

She works hard for the money
So hard for it, honey
She works hard for the money
So you better treat her right

Onetta here in the corner stands
And wonders where she is
And it's strange to her
Some people seem to have everything

9AM on the hour hand and
She's waiting for the bell
And she's looking real pretty
She's waiting for her clientèle

She works hard for the money
So hard for it, honey
She works hard for the money
So you better treat her right

She works hard for the money
So hard for it, honey
She works hard for the money
So you better treat her right

Twenty-eight years have come and gone
And she's seen a lot of tears
Of the ones who come in
They really seem to need her there

It's a sacrifice working day to day
For little money, just tips for pay
But it's worth it all
just to hear them say that they care

She works hard for the money
So hard for it, honey
She works hard for the money
So you better treat her right

She works hard for the money
So hard for it, honey
She works hard for the money
So you better treat her right

She already knows
She's seen her bad times
She already knows
These are the good times

She'll never sell out
she never will
Not for a dollar bill
She works hard

She works hard for the money
So hard for it, honey
She works hard for the money
So you better treat her right

She works hard for the money
So hard for it, honey
She works hard for the money
So you better treat her right

All right

She works hard for the money
So hard for it, honey
She works hard for the money
So you better treat her right"
23,1994.0,5 Seconds of Summer,Youngblood,
24,17.0,50 Cent,21 Questions (feat. Nate Dogg),"[50 Cent]
New York City
You are now riding
With 50 Cent
You gotta love it

I just wanna chill and twist a lot
Catch stunts in my 7-45
You drive me crazy shorty I
Need to see you and feel you next to me

I provide everything you need and I
Like your smile I don't wanna see you cry
Got some questions that I gotta ask and I
Hope you can come up with the answers babe

[Nate Dogg]
Girl, it's easy to love me now
Would you love me if I was down and out?
Would you still have love for me?

Girl, it's easy to love me now
Would you love me if I was down and out?
Would you still have love for me? Girl

[50 Cent]
If I feel off tomorrow would you still love me?
If I didn't smell so good would you still hug me?
If I got locked up and sentenced to a quarter century
Could I count on you to be there to support me mentally?

If I went back to a hoopty from a Benz
Would you poof and disappear like some of my friends?
If I was hit and I was hurt would you be by my side?
If it was time to put in work would you be down to ride?

I'd get out and peel a nigga cap and chill and drive
I'm asking questions to find out how you feel inside
If I ain't rap 'cause I flipped burgers in Burger King
Would you be ashamed to tell your friends you feelin' me?

And in the bed if I use my tongue, would you like that?
If I wrote you a love letter would you write back?
Now we can have a lil' drink you know a nightcap
And we can go do what you like, I know you like that

[Nate Dogg]
Girl, it's easy to love me now
Would you love me if I was down and out?
Would you still have love for me?

Girl, it's easy to love me now
Would you love me if I was down and out?
Would you still have love for me? Girl

[50 Cent]
Now would you leave me if you're father found out I was thuggin'?
Do you believe me when I tell you, you the one I'm lovin'?
Are you mad 'cause I'm askin' you 21 questions?
Are you my soul mate? 'Cause if so, girl you a blessing

Do you trust me enough, to tell me your dreams?
I'm starin' at ya' trying figure how you got in them jeans
If I was down would you say things to make me smile?
I treat you how you want to be treated just teach me how

If I was with some other chick and someone happened to see?
And when you asked me about it I said it wasn't me
Would you believe me? Or up and leave me?
How deep is our bond if that's all it takes for you to be gone?

We only humans girl we make mistakes
To make it up I do whatever it take
I love you like a fat kid love cake
You know my style I say anything to make you smile

[Nate Dogg]
Girl, it's easy to love me now
Would you love me if I was down and out?
Would you still have love for me?

Girl, it's easy to love me now
Would you love me if I was down and out?
Would you still have love for me? Girl

[Nate Dogg]
Could you love me in a Bentley? Could you love me on a bus?
I'll ask 21 questions and they all about us
Could you love me in a Bentley? Could you love me on a bus?
I'll ask 21 questions and they all about us"
25,114.0,50 Cent,Ayo Technology (feat. Justin Timberlake & Timbaland),"'''''50 Cent'''''
Something special
Unforgettable
50 Cent-Cent
Justin-tin
Timbaland-land
Goddamn, damn

She, she, she want it, I wanna give it to her
She know that it's right here for her
I wanna see you break it down
I'm ballin', throwin' money around

She a workin girl, she work the pole
She break it down, she take it low
She fine as hell, she 'bout the dough
She doing her thing out on the floor
Her money, money, she makin', makin'
Look at the way she shakin', shakin'
Make you want to touch it, make you want to taste it
Have you lustin' for her, go crazy face it now
Don't stop, get it, get it
The way she shakin' make you want to hit it
Think she double jointed from the way she splitted
Got you're head fucked up from the way she did it
She's so much more than you're used to
She knows just how to move to seduce you
She gone do the right thing and touch the right spot
Dance in you're lap till you're ready to pop

'''''50 Cent''''' and '''''Justin Timberlake'''''
She always ready, when you want it, she want it
Like a nympho, the info, I show you where to meet her
On the late night till daylight, the club jumpin'
If you want a good time, she gone give you what you want

'''''Justin Timberlake'''''
Lemme talk to ya
Baby, this a new age, you like my new craze
Let's get together - maybe we can start a new phase
The smokes got the club all hazy, spotlights don't do you justice baby
Why don't you come over here? You got me saying

AYO
I'm tired of using technology
Why don't you sit down on top of me
AYO
I'm tired of using technology
I need you right in front of me

Ooh, she wants it, uh uh, she wants it
Ooh, she wants it, soo I got to give it to her
Ooh, she wants it, uh uh, she wants it
Ooh, she wants it, soo I got to give it to her

'''''Timbaland'''''
Your hips, your thighs, you got me hypnotized, let me tell you
Your hips, your thighs, you got me hypnotized, let me tell you
Your hips, your thighs, you got me hypnotized, let me tell you
Your hips, your thighs, you got me hypnotized, let me tell you

'''''50 Cent'''''
Got a thing for that thing she got
The way she make it shake, the way she make it pop
Make it rain for us so she don't stop
I ain't got to move, I can sit and watch
In her fantasy, there's plain to see
Just how it be, on me, backstrokin', sweat soaking
All into my set sheets
When she ready to ride, I'm ready to roll
I'll be in this bitch till the club close
Watchin' her do her thing on all fours
Now that that there should be against the law
From side to side, let it ride, break it down-down-down
You know I like when you hike and you throw it all around
Different style, different move, damn I like the way you move
Girl, you got me thinking 'bout all the things I do to you
Let's get it poppin' shorty we can switch positions
From the couch to the counters in my kitchen

'''''Justin Timberlake'''''
Lemme talk to ya
Baby, this a new age, you like my new craze
Let's get together - maybe we can start a new phase
The smokes got the club all hazy, spotlights don't do you justice baby
Why don't you come over here? You got me saying

AYO
I'm tired of using technology
Why don't you sit down on top of me
AYO
I'm tired of using technology
I need you right in front of me

Ooh, she wants it, uh uh, she wants it
Ooh, she wants it, soo I got to give it to her
Ooh, she wants it, uh uh, she wants it
Ooh, she wants it, soo I got to give it to her

'''''Timbaland'''''
Your hips, your thighs, you got me hypnotized, let me tell you
Your hips, your thighs, you got me hypnotized, let me tell you
Your hips, your thighs, you got me hypnotized, let me tell you
Your hips, your thighs, you got me hypnotized, let me tell you"
26,285.0,50 Cent,Candy Shop (feat. Olivia),"[Intro: 50 Cent]
Yeah...
Uh huh
So seductive

[Chorus: 50 Cent & Olivia]
[50 Cent]
I take you to the candy shop
I'll let you lick the lollipop
Go 'head girl, don't you stop
Keep goin 'til you hit the spot (whoa)
[Olivia]
I'll take you to the candy shop
With one taste of what I got
I'll have you spending all you got
Keep going 'til you hit the spot (whoa)

[Verse 1: 50 Cent]
You can have it your way, how do you want it
You gon' back that thing up or should i push up on it
Temperature risin, okay lets go to the next level
Dance floor jam packed, hot as a tea kettle
I'll break it down for you now, baby it's simple
If you be a nympho I'll be a nypmho
In the hotel or in the back of the rental,
On the beach or in the park, it's whatever you into
Got the magic stick, I'm the love doctor
Have your friends teasin you 'bout how sprung I gotcha
Wanna show me how you work it baby, no problem
Get on top then get to bouncing round like a low rider
I'm a seasoned fit when it come to this shit
After you work up a sweat you can play with the stick
I'm tryin to explain baby the best way I can
I melt in your mouth girl, not in your hands (ha ha)

[Chorus]

[Bridge: 50 Cent & Olivia]
Girl what we do (what we do)
And where we do (and where we do)
The things we do (things we do)
Are just between me and you (oh yeah)

[Verse 2: 50 Cent]
Give it to me baby, nice and slow
Climb on top, ride like you in the rodeo
You ain't never heard a sound like this before
Cause I ain't never put it down like this
Soon as I come through the door she get to pullin on my zipper
It's like it's a race who can get undressed quicker
Isn't it ironic how erotic it is to watch her in thongs
Had me thinking 'bout that ass after I'm gone
I touch the right spot at the right time
Lights on or lights off, she like it from behind
So seductive, you should see the way she winds
Her hips in slow-mo on the floor when we grind
As Long as she ain't stoppin, homie I aint stoppin
Drippin wet with sweat man its on and popping
All my champagne campaign, bottle after bottle its on
And we gon' sip til every bubble in the bottle is gone

[Chorus 2x]
[Chorus: 50 Cent & Olivia]
[50 Cent]
I take you to the candy shop
I'll let you lick the lollypop
Go 'head girl, don't you stop
Keep goin 'til you hit the spot (whoa)
[Olivia]
I'll take you to the candy shop
Boy one taste of what I got
I'll have you spending all you got
Keep going 'til you hit the spot (whoa)"
27,411.0,50 Cent,Disco Inferno,"1, 2, 3, LETS GO
little mama show me how you move it,
go head-putcha back into it,
Do your thing like there aint nothin to it,
Shake...shh..shh..shake that ass girl (x2)

[Verse 1]
Go, Go, Go, 50 in the house - bounce, y'all already know what I'm about.
tha flow sounds sick over Dre' drums nigga,
I ain't stupid - I see Doc then ma dope come quicker.
Whoa!
Shorty hips is hypnotic, she moves is so erotic, but watch - I'm like bounce that ass girl.
I get it crunk in here, I make it jump in here, front in here, we'll thump in here.
Oooohh.
I'm so gutta, so ghetto, so hood.
So gully, so grimey, what's good?
Outside the benz on Dubs,
I'm in the club wit the snubs
don't start nothin', it won't be nothin'.
Uuuhhh.

[Hook x2]
little mama
show me how you move it,
go head-putcha back into it,
Do your thing like there aint nothin to it,
Shake.. ..shh..shh..shake that ass girl.

[Verse 2]
Let's party, everybody stand up.
Everybody put ya hands up.
Let's party, everybody bounce with me.
Sip champagne, and burn a little greenery.
This hot.
Disco Inferno, let's go.
You are now rockin with a pro.
I get told to flip dough to get more, fo sho'.
Get my drink on then get on the dance floor.
Look homie I don't dance all I do is this.
It's the same 2-step with a lil' twist.
Listen pimpin' I ain't new to this, I'm true to this.
Pay attention boy, I teach how to do this shit.
You mix a lil' green with a little Don Perignon.
And a lil' Hennessy, you know we 'finna carry on.
Hollerin' at this bitch in da club tryin' to get right,
we gonna be up in this bitch 'til we break daylight.

[Hook x2]
Lil' mama show me how you move it,
Go head- putcha back into it,
Do ya thing like there aint nothin to it,
Shake...shh..shh..shake that ass girl.

[Verse 3]
You see me shinin', lit up with diamonds cos I stay grindin'.
Uh-huh.
Homie you can catch me swoopin Bentley coupe switchin lanes.[Ha Ha]
U see me rollin, you know I'm holdin, I'm about my paper, yeah.
N*gga I'm serious, I ain't playin', I'm embeded in ya brain, I'm off the chain.
G-Unit!
Next level now, turn it up a notch.
Em and Dre sent me to tear up the spot.
Front on me, oh no, you know I'm loco.
Hands up on the dance floor, ok let's go!

[Hook x2]
Lil' mama show me how you move it,
go head-putcha back into it,
Do ya thing like there aint nothin to it,
Shake...Shake..shh..shh..shake that ass girl."
28,831.0,50 Cent,In Da Club,"Go, go, go, go, go, go
Go, shorty
It's your birthday
We gon' party like it's your birthday
We gon' sip Bacardi like it's your birthday
And you know we don't give a fuck
'Cause it's not your birthday!

You can find me in the club, bottle full of bub
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

You can find me in the club, bottle full of bub
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

When I pull out up front, you see the Benz on dubs
When I roll 20 deep, it's 20 knives in the club
Niggas heard I fuck with Dre, now they wanna show me love
When you sell like Eminem, and the hoes they wanna fuck
But, homie, ain't nothing change hoes down, G's up
I see Xzibit in the Cut, that nigga roll that weed up
If you watch how I move, you'll mistake me for a playa or pimp
Been hit wit' a few shells, but I don't walk wit' a limp (I'm ight)
In the hood, in L.A, they saying ""50 you hot""
They like me, I want them to love me like they love 'Pac
But holla, in New York them niggas'll tell ya I'm loco
And the plan is to put the rap game in a choke hold
I'm full of focused man, my money on my mind
I got a mill out the deal and I'm still on the grind
Now shorty said she feeling my style, she feeling my flow
Her girlfriend wanna get bi and they ready to go

You can find me in the club, bottle full of bub
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

You can find me in the club, bottle full of bub
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex I, ain't into makin' love
So come give me a hug, if you into getting rubbed

My flow, my show brought me the doe
That bought me all my fancy things
My crib, my cars, my clothes, my jewels
Look, nigga, I done came up and I ain't change

And you should love it, way more then you hate it
Nigga, you mad? I thought that you'd be happy I made it
I'm that cat by the bar toasting to the good life
You that faggot ass nigga trying to pull me back right?
When my jaws get to bumpin' in the club it's on
I wink my eye at you, bitch, if she smiles she gone
If the roof on fire, let the motherfucker burn
If you talking 'bout money, homie, I ain't concerned
I'm a tell you what Banks told me 'cause go 'head switch the style up
If the niggas hate then let 'em hate and watch the money pile up
Or we go upside they head wit' a bottle of bub
They know where we fuckin' be

You can find me in the club, bottle full of bub
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

You can find me in the club, bottle full of bub
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

Don't try to act like you ain't know where we been either, nigga,
But I lo chupe a junior, yeah

In the club all the time, nigga, it's about to pop off, nigga

G-Unit"
29,897.0,50 Cent,Just a Lil Bit,"[Intro]
Yeah
Shady
Aftermath
G-Unit

[Verse 1]
Damn baby all I need is a lil bit
A lil
bit of this, a lil bit of that
Get it crackin in the club
when you hear this shit
Drop it like its hot, get to workin
that back
Go shake that thang, yeah work that thang
Let me see it go up and down
Rotate that thang, I wanna
touch that thang
Can you make it go round and round
I
step up in the club, Im like who you with
G-Unit in the
house, yeah thats my clique
Yeah Im young, but a nigga from
the old school
On the dance floor, a nigga doin old
moves
I dont give a fuck, I do what I wanna do
I hit
your ass up, boy I done warned you
Better listen, when I
talk, nigga dont trip
Yo heat in the car, mines in this
bitch
I aint tryna beef, Im tryna get my drink on
Got
my diamonds, my fited, and my mink on
Ima kick it at the
bar till its time to go
Then Ima get shorty here and Ima
let her know

[Chorus]
All a nigga really need is
a lil bit
Not a lot baby girl just a lil bit
We can
head to the crib in a lil bit
I can show ya how I live in a
lil bit
I wanna unbutton your pants just a lil bit
Take em off and pull em down just a lil bit
Get to kissin
and touchin a lil bit
Get to lickin and -- a lil bit

[Verse 2]
This is 50, comin out your stereos
Hard to tell though, cause I switched the flow
Eyes a lil
low, cause I twist the dro
Pockets on swoll cause I move
the Os
My neck, my wrist, my ears is froze
Come get ya
bitch, she on me dawg
She musta heard about the dough
Now captain come on and save a hoe
I get it crunk in the
club, Im off the chain
Number one on the chart, all the
time mayn
When the kid in the house, I turn it out
Keep the dance floor packed, thats without a doubt
And
shorty shake that thang like a pro mayn
She back it up on
me Im like oh mayn
I get close enough to her so I know she
can hear
System thumpin, party jumpin, I said loud and
clear

[Chorus]
All a nigga really need is a lil
bit
Not a lot baby girl just a lil bit
We can head to
the crib in a lil bit
I can show ya how I live in a lil
bit
I wanna unbutton your pants just a lil bit
Take em
off and pull em down just a lil bit
Get to kissin and
touchin a lil bit
Get to lickin and -- a lil bit

[Bridge]
Baby you got me feelin right (ya heard me)
My mama gone, you can spend the night (ya heard me)
I
aint playin, Ima tryna fuck tonight (ya heard me)
Clothes
off, face down, ass up, cmon

[Chorus x2]
All a
nigga really need is a lil bit
Not a lot baby girl just a
lil bit
We can head to the crib in a lil bit
I can
show ya how I live in a lil bit
I wanna unbutton your pants
just a lil bit
Take em off and pull em down a lil bit
Get to kissin and touchin a lil bit
Get to lickin and --
a lil bit"
