,0,1,2,3
678,266.0,Evanescence,Call Me When You're Sober,"Don't cry to me
If you loved me
You would be here with me
You want me
Come find me
Make up your mind

Should I let you fall and lose it all?
So maybe you can remember yourself
Can't keep believing
We're only deceiving ourselves
And I'm sick of the lie

And you're too late

Don't cry to me
If you loved me
You would be here with me
You want me
Come find me
Make up your mind

Couldn't take the blame
Sick with shame
Must be exhausting to lose your own game
Selfishly hated
No wonder you're jaded
You can't play the victim this time
And you're too late

So don't cry to me
If you loved me
You would be here with me
You want me
Come find me
Make up your mind

You never call me when you're sober
You only want it 'cause it's over
It's over!

How could I have burned paradise?
How could I? You were never mine!

So don't cry to me
If you loved me
You would be here with me
Don't lie me
Just get your things
I've made up your mind"
679,1143.0,Evanescence,My Immortal,"I'm so tired of being here
Suppressed by all my childish fears
And if you have to leave
I wish that you would just leave
'Cause your presence still lingers here
And it won't leave me alone

These wounds won't seem to heal
This pain is just too real
There's just too much that time cannot erase

When you cried I'd wipe away all of your tears
When you'd scream I'd fight away all of your fears
And I held your hand through all of these years
But you still have... all of me

You used to captivate me
By your resonating light
Now I'm bound by the life you left behind
Your face, it haunts
My once pleasant dreams
Your voice, it chased away
All the sanity in me

These wounds won't seem to heal
This pain is just too real
There's just too much that time cannot erase

When you cried I'd wipe away all of your tears
When you'd scream I'd fight away all of your fears
And I held your hand through all of these years
But you still have... all of me

I've tried so hard to tell myself that you're gone
But though you're still with me
I've been alone all along

When you cried I'd wipe away all of your tears
When you'd scream I'd fight away all of your fears
And I held your hand through all of these years
But you still have... all of me
Me...
Me..."
680,561.0,Eve,Gangsta Lovin' (feat. Alicia Keys),"I just wanna rock you
All night long (Oh Oh Oh Oh)
I wanna rock you
I just wanna rock you
All night long (Oh Oh Oh Oh)

Yo, I need you to understand me daddy
I ain't your average
Baby girl doing it dawg
I'm well established
I ain't trying to lead you on
Just wanna ask if you
Might wanna give me your name
Explain your status
You know I seen you time to time
You seem available
Don't mean shit
I know these bitches wanna settle you
Gotta say you on my short list of few
Them other dudes is okay
But I'm feelin' you
Want you in the best way
What you gonna do about it
Why don't you just test me
You won't wanna do without it
Yo I'm comin at ya hard bein' a thug
And I aint givin up till
I get that gangsta love (Gangsta Love)
uh huh

I just wanna rock you
All night long (Oh oh oh oh)
I wanna rock you
I just wanna rock you
All night long (Oh oh oh oh)

I know you seen me this night that night
Always my shit tight
Hair done outfit crazy
Skirt fits just right
Wife beater with a banging tan
Walk in demanding all eyes
Baby here I am
Ain't ashamed of my frame
And I know you're watching
Putting on a show for you pop
And I ain't stopping
A lot of action in your corner
Yeah you gonna do
Only thing that make it better though
Is me with you
And I know you feeling that
Regardless of your frontin
And I heard through the streets
That it was me you wanting
Let me find out you shy or something
But I know your not
So stop the games
And approach, is you real or not?

I just wanna rock you
All night long (Oh oh oh oh)
I wanna rock you
I just wanna rock you
All night long (Oh oh oh oh)

Yo! Uh! Okay! numbers exchanged
Now it's in place
Shouldn't have took you so long in the first place
I'm just playing cutie
Yeah give me a call
No it's cool
You don't gotta see me to my car
See I'm a big girl
But you'll find out
Stop for me while I drop top and ride out
Wheels spinning
Wanna know what shorty all about
But it's cool I'm proven
in these words that's comin out my mouth

It's that gangsta lovin (gangsta)
That just got me buggin (buggin')
It's that gangsta lovin (gangsta gangsta)
That just got me buggin (oh, ah!)

I just wanna rock you
All night long (Oh oh oh oh)
I wanna rock you
I just wanna rock you
All night long (Oh oh oh oh)

I wanna rock you baby
I wanna hold you baby
Won't you be my baby
I wanna be your lady

I wanna rock you baby
I wanna hold you baby
Won't you be my baby
I wanna be your lady

Baby let me rock with you (gangsta, gangsta)
You know I want to rock with you (gangsta, gangsta)
Baby let me rock with you (E-V-E)
You know I want to rock with you (Alicia Keys, gonna rock you)
Baby let me rock with you
You know I want to rock with you (it's gangsta, gangsta)
Baby let me rock with you (gangsta, gangsta)
You know I want to rock with you (gangsta, gangsta love)

Oooh, yeah, you know i wanna rock with you
baby let me rock with you"
681,946.0,Eve,Let Me Blow Ya Mind (feat. Gwen Stefani),"[Eve]
Uh, uh, uh, huh
Yo, yo
Drop your glasses, shake your asses
Face screwed up like you having hot flashes
Which one, pick one, this one, classic
Red from blonde, yeah bitch I'm drastic
Why this, why that, lips stop askin
Listen to me baby, relax and start passin
Expressway, head back, weavin' through the traffic
This one strong should be labeled as a hazard
Some of y'all niggas hot, sike I'm gassin'
Clowns I spot em and I can't stop laughin'
Easy come, easy go, E-V gon' be lastin'
Jealousy, let it go, results could be tragic
Some of y'all aint writin well, too concerned with fashion
None of you aint Gisell, cat walk and imagine
Alotta y'all Hollywood, drama, passed it
Cut bitch, camera off, real shit, blast it

CHORUS:
[Gwen Stefani]
And if I had to give you more,
It's only been a year
Now I got my foot through the door
And I aint goin' nowhere
It took a while to get me here
And I'm gonna take my time
Don't fight that good shit in your ear
Now let me blow ya mind

[Eve]
They wanna bank up, crank up, makes me dizzy
Shank up, haters wanna come after me
You aint a ganster, prankster, too much to eat
Snakes in my path wanna smile up at me

Now why you grittin your teeth?
Frustration baby you gotta breathe
Take a lot more that you to get rid of me
You see I do what they can't do, I just do me
Aint no stress when it comes to sayin' ""Get what you see""
Meet me in the lab, pen and pad, don't believe?
Huh, sixteens mine, create my own lines
Love for my wordplay that's hard to find
Sophomore, I aint scared, one of a kind
All I do is contemplate ways to make your fans mine
Eyes bloodshot, stressin', chills up your spine
Huh, sick to your stomach wishin I wrote your rhymes

CHORUS

[Eve]
Let your bones crack
Your back pop, I can't stop
Excitement, block shots from your stash box
Fuck it, thugged out, I respect the cash route
Locked down, blastin, sets while I mash out
Yeah nigga, mash out, D-R-E
Back track, think back, E-V-E
Do you like that (ooooh), you got to I know you
Had you in a trance first glance from the floor too
Don't believe I'll show you, take you with me
Turn you on, pension gone, give you relief
Put your trust in a bomb when you listen to me
Damn she much thinner know now I'm complete(Uh-huh)
Still stallion, brick house, pile it on
Ryde or Die bitch, double R, came strong
Beware, cuz I crush anything I land on
Me here, aint no mistake nigga it was planned on

CHORUS"
682,298.0,Example,Won't Go Quietly (radio edit),
683,908.0,Example,Kickstarts,
684,280.0,Fabolous,Make Me Better (feat. Ne-Yo),"[ CHORUS ]
i`ma movement by myself
but i`ma force when we're together
mami im Good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better

[ VERSE 1 (loso) ]
You plus me, it equals better math
your boy a good look but she my better half
i`m already bossing, already flossing
but why have the cake if it ain`t got the sweet frosting?
(ya ya ya ya) keeping me on my A-game
(wha wha wha wha) without having the same names
(they they they they they)they may flame -- (buh buh buh buh)but shorty we burn it up
the sag in my swag. pep in my step
daddy do the gucci
mami intercepts
guess its a ""G"" thinq..
whenever we swing, ima need corretta scott if im gunna be king.

** CHORUS **
i`ma movement by myself
but i`ma force when we're together
mami im good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better

[ VERSE 2 (ne-yo) ]
First things first
i does what i do
but everything i am, shes my improved
im already boss, im already fly
but if i am a star, she is the sky
(ah ah ah)and when i feel like im on top
(she she she)she give me reason to not stop
(eh eh eh eh) and though im hot, (to to to) together we burn it up

[ Verse 3 (loso) ]
the caked up cut
the cleaned up ice
when shorty come around, i clean up nice
dynamic duo, batman & robin.
whoever don't like it, its that mans problems
(eh eh eh) and when i feel like im tired, (ma ma ma) mami be taken me higher
(uh uh uh uh uh) im on fire, (buh buh buh) but shorty we burn it up.

** CHORUS **
i`ma movement by myself
but i`ma force when we're together
mami im good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better

[ ne-yo ]
beside every great man, you can find a women like a soldier, holding him down

[ Verse 4 (loso) ]
she treats me like a don, watchs for the hit
she checks where i go, even watchs who im wit
the right when im wrong, so i never slip
show me how to move, thats why i never trip
and babygirl you so major, they should front page ya
god bless the parents who made ya
middle finger anybody who hate the
WAY WE BURN IT UP!


** CHORUS **
i`ma movement by myself
but i`ma force when we're together
mami im good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better"
685,855.0,Fabolous,Make Me Better (feat. Ne-Yo),"[ CHORUS ]
i`ma movement by myself
but i`ma force when we're together
mami im Good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better

[ VERSE 1 (loso) ]
You plus me, it equals better math
your boy a good look but she my better half
i`m already bossing, already flossing
but why have the cake if it ain`t got the sweet frosting?
(ya ya ya ya) keeping me on my A-game
(wha wha wha wha) without having the same names
(they they they they they)they may flame -- (buh buh buh buh)but shorty we burn it up
the sag in my swag. pep in my step
daddy do the gucci
mami intercepts
guess its a ""G"" thinq..
whenever we swing, ima need corretta scott if im gunna be king.

** CHORUS **
i`ma movement by myself
but i`ma force when we're together
mami im good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better

[ VERSE 2 (ne-yo) ]
First things first
i does what i do
but everything i am, shes my improved
im already boss, im already fly
but if i am a star, she is the sky
(ah ah ah)and when i feel like im on top
(she she she)she give me reason to not stop
(eh eh eh eh) and though im hot, (to to to) together we burn it up

[ Verse 3 (loso) ]
the caked up cut
the cleaned up ice
when shorty come around, i clean up nice
dynamic duo, batman & robin.
whoever don't like it, its that mans problems
(eh eh eh) and when i feel like im tired, (ma ma ma) mami be taken me higher
(uh uh uh uh uh) im on fire, (buh buh buh) but shorty we burn it up.

** CHORUS **
i`ma movement by myself
but i`ma force when we're together
mami im good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better

[ ne-yo ]
beside every great man, you can find a women like a soldier, holding him down

[ Verse 4 (loso) ]
she treats me like a don, watchs for the hit
she checks where i go, even watchs who im wit
the right when im wrong, so i never slip
show me how to move, thats why i never trip
and babygirl you so major, they should front page ya
god bless the parents who made ya
middle finger anybody who hate the
WAY WE BURN IT UP!


** CHORUS **
i`ma movement by myself
but i`ma force when we're together
mami im good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better"
686,1063.0,Fabolous,Make Me Better (feat. Ne-Yo),"[ CHORUS ]
i`ma movement by myself
but i`ma force when we're together
mami im Good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better

[ VERSE 1 (loso) ]
You plus me, it equals better math
your boy a good look but she my better half
i`m already bossing, already flossing
but why have the cake if it ain`t got the sweet frosting?
(ya ya ya ya) keeping me on my A-game
(wha wha wha wha) without having the same names
(they they they they they)they may flame -- (buh buh buh buh)but shorty we burn it up
the sag in my swag. pep in my step
daddy do the gucci
mami intercepts
guess its a ""G"" thinq..
whenever we swing, ima need corretta scott if im gunna be king.

** CHORUS **
i`ma movement by myself
but i`ma force when we're together
mami im good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better

[ VERSE 2 (ne-yo) ]
First things first
i does what i do
but everything i am, shes my improved
im already boss, im already fly
but if i am a star, she is the sky
(ah ah ah)and when i feel like im on top
(she she she)she give me reason to not stop
(eh eh eh eh) and though im hot, (to to to) together we burn it up

[ Verse 3 (loso) ]
the caked up cut
the cleaned up ice
when shorty come around, i clean up nice
dynamic duo, batman & robin.
whoever don't like it, its that mans problems
(eh eh eh) and when i feel like im tired, (ma ma ma) mami be taken me higher
(uh uh uh uh uh) im on fire, (buh buh buh) but shorty we burn it up.

** CHORUS **
i`ma movement by myself
but i`ma force when we're together
mami im good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better

[ ne-yo ]
beside every great man, you can find a women like a soldier, holding him down

[ Verse 4 (loso) ]
she treats me like a don, watchs for the hit
she checks where i go, even watchs who im wit
the right when im wrong, so i never slip
show me how to move, thats why i never trip
and babygirl you so major, they should front page ya
god bless the parents who made ya
middle finger anybody who hate the
WAY WE BURN IT UP!


** CHORUS **
i`ma movement by myself
but i`ma force when we're together
mami im good all by myself
but baby you, you make me better.
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better
you make me better"
687,1762.0,Fabolous,Throw Back,"[Fabolous talking]
Dont try to fuck wit me yall
Cause you cant
Uhh, I stay way ahead of the game
Ya know, Catch me if you can nigga
Uhh, Haha

[Verse 1]
Throwback this, Throwback that
It aint where you for its where you wear ya throwback at
I rock the Reds Pete Rose when I'm in the 'Natti
And 4X, You cant see the semi-automatti
When I'm in the Chi' you think they aint that shocked
To see the kid roll through in the St. Pats Socks
So pull out the Chicago and the script to wear on Soul Train
The Bulls, When Mike had hair and a gold chain
I get the Spirit in St. Louis, How could the god lose
I do back flips in the Ozzie Cardinals
They love me in Cleveland, Everytime I travel there
I'm in the Indians or that Cavaliers
When I hit Minnesota, That kid from Brooklyn wear
The Vikings or the Timberwolves from Garnett's rookie year
And in Milwaukee I had to pimp it and go back
20 years with the Bucks and Brewers throw backs

[Chorus]
Throwback this, Throwback that
They even look better with the matching hat
All you gotta check is the players stats
It aint where you for its where you wear ya throwback at
Throwback this, Throwback that
They even look better with the matching hat
All you gotta check is the players stats
It aint where you for its where you wear ya throwback at

[Verse 2]
I might charge through San Diego with the bolts on my shoulder
Rock the Trailblazer warm-up, Cause Portland gets colder
And even the pimps be jealous
When I'm in the floor seat at the Forum in the M.P.L.S.
And they be askin' what teams on the kid chest
This the Rams before they moved to the Midwest
When I'm in the Bay with it, I dont play with it
Im in the Athletics with the matchin' A's fitted
This aint even for the minors
Cause they dont know nothin' bout the Joe Montana, 49ers
Seattle, Probally heard different rumors
Either about the Payton or the Griffey Jr.
I come through Denver like 4th quarter with Elway
Or the Nuggets that make them yell Ehhhh
In Pheonix I do the old Suns
Cause the new jerseys is cool, But nothings really like the old ones
Ya know

[Chorus]
Throwback this, Throwback that
They even look better with the matching hat
All you gotta check is the players stats
It aint where you for its where you wear ya throwback at
Throwback this, Throwback that
They even look better with the matching hat
All you gotta check is the players stats
It aint where you for its where you wear ya throwback at

[Verse 3]
In New York what I wear the the club may vary
Mets or Yankees like the Subway Series
When I'm in Boston I melt the bean
In a hot Red Soxs or Celtics green
In the city of Philly, I roll up on the biddes like feel these
In a size 56 Phillies
In Jersey I got the Nets on
That you can bet on
In D.C. I couldnt pull it
Without the Bullets
When I stop in Atlanta I cant talk long
Them birds know I got the Falcons or the Hawks on
That peach Tampa Bay dont hit the streets too often
Not even Miami could take the Heat of Dolphins
Aint no complaints on
When I'm in New Orleans with the Saints on
In Houston I pass hoes
In the Astros
In Dallas I always gotta have
The Cowboys or the Mavs
Tell Pete To keep it comin, And Imma keep it comin

[Chorus]
Throwback this, Throwback that
They even look better with the matching hat
All you gotta check is the players stats
It aint where you for its where you wear ya throwback at
Throwback this, Throwback that
They even look better with the matching hat
All you gotta check is the players stats
It aint where you for its where you wear ya throwback at"
688,774.0,Faith Hill,The Way You Love Me,"If I could grant you one wish
I wish you could see the way you kiss
Ooh, I love watching you baby
When you're driving me, ooh, crazy

chorus:
Ooh, I love the way you, love the way you love me
There's no where else I'd rather be
Ooh, to feel the way I feel with your arms around me
I only wish that you could see the way you love me
Love me, ooh, the way you love me

It's not right, it's not fair
What you're missing over there
Someday I'll find a way to show you
Just how lucky I am to know you

(Chorus)

You're the million reasons why there's
Love reflecting in my eyes

(chorus til fade)"
689,237.0,Faith Hill,Breathe,"I can feel the magic floating in the air
Being with you gets me that way
I watch the sunlight dance across your face
And I've never been this swept away
All my thoughts just seem to settle on the breeze
When I'm lying wrapped up in your arms
The whole world just fades away
The only thing I hear is the beating of your heart

Chorus
Cause I can feel you breathe
It's washing over me
And suddenly I'm melting into you
There's nothing left to prove
Baby all we need is just to be
Caught up in the touch
Slow and steady rush
Baby isn't that the way that love's supposed to be?
I can feel you breathe
Just breathe

In a way I know my heart is waking up
As all the walls come tumbling down
Closer than I've ever felt before
And I know, and you know
There's no need for words right now

(chorus)

Caught up in the touch
Slow and steady rush
Baby isn't that the way that love's supposed to be?
I can feel you breathe, just breathe
I can feel the magic floating in the air
Being with you gets me that way"
690,1742.0,,,
691,1861.0,Faithless,God Is a DJ (radio edit),"This is my church
This is where I heal my hurts
It's a natural grace
Of watching young life shape
It's in minor keys
Solutions and remedies
Enemies becoming friends
When bitterness ends
This is my church (x3)
This is my church
This is where I heal my hurts
It's in the world I become
Contained in the hum
Between voice and drum
It's in the change
The poetic justice of cause and effect
Respect, love, compassion
This is my church
This is where I heal my hurts
For tonight
God is a DJ
God is a DJ
This is my church (x3)"
692,292.0,Pet Shop Boys,Twentieth Century,"Oh, I learned a lesson
From the Twentieth Century
That I don't think we can just dismiss
After one hundred years
Of inhumanity
The lesson that I learned was this:

Sometimes the solution
Is worse than the problem
Let's stay together

Well I bought a ticket
To the revolution
And I cheered when the statues fell
Everyone came
To destroy what was rotten
But they killed off what was good as well

Sometimes the solution
Is worse than the problem
Let's stay together

Stay with me
This century
Together we're better

Oh, I learned a lesson
From the Twentieth Century
It may seem somewhat hit or miss
If you've certainty
'bout the way it's all meant to be
The lesson that you need is this:

Sometimes the solution
Is worse than the problem
Let's stay together"
693,375.0,The Beach Boys,"Dance, Dance, Dance","After six hours of school I've had enough for the day
I hit the radio dial and turn it up all the way

I gotta dance (dance dance dance now the beat's really hot) right on the spot
(Dance dance dance right there on the spot)
The beat's really hot
(Dance dance dance now the beat's really hot)
Dance (dance) dance (dance) dance (dance) yeah!

When I feel put down I try to shake it off quick
With my chick by my side the radio does the trick

I love to dance (dance dance dance now the beat's really hot) right on the spot
(Dance dance dance right there on the spot)
The beat's really hot
(Dance dance dance now the beat's really hot)
Dance (dance) dance (dance) dance (dance) yeah!

Ohby!

At a weekend dance we like to show up last
I play it cool when it's slow and jump it when it's fast

I gotta dance (dance dance dance now the beat's really hot) right on the spot
(Dance dance dance right there on the spot)
The beat's really hot
(Dance dance dance now the beat's really hot)
Dance (dance) dance (dance) dance (dance) yeah!

(Dance dance dance now the beat's really hot)
(Dance dance dance right there on the spot)
(Dance dance dance now the beat's really hot)
Dance (dance) dance (dance) dance (dance) yeah!

(Dance dance dance now the beat's really hot)
(Dance dance dance right there on the spot)"
694,1156.0,The Beach Boys,God Only Knows,"I may not always love you
But long as there are stars above you
You never need to doubt it
I'll make you so sure about it

God only knows what I'd be without you

If you should ever leave me
Well, life would still go on, believe me
The world could show nothing to me
So what good would living do me?

God only knows what I'd be without you

Ooh, ooh
Do, do, do, do, do, do, do
Bow, buh-bow, buh-bow, buh-bow (Do, do, do, do)
Buh-bow, buh-bow, buh-bow (Do, do, do, do, do, do)
Buh-bow, buh-bow, buh-bow, buh-bow (Do, do, do, do, do, do, do, do)

God only knows what I'd be without you

If you should ever leave me
Well, life would still go on, believe me
The world could show nothing to me
So what good would living do me?

God only knows what I'd be without you

God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you (What I'd be)
God only knows what I'd be without you (God only knows)
God only knows what I'd be without you (What I'd be)
God only knows what I'd be without you (God only knows)
God only knows what I'd be without you (What I'd be)
God only knows what I'd be without you (God only knows)
God only knows what I'd be without you (What I'd be)
God only knows what I'd be without you (God only knows)
God only knows what I'd be without you (What I'd be)
God only knows what I'd be without you (God only knows)"
695,1747.0,Fall Out Boy,"This Ain't a Scene, It's an Arms Race","I am an arms dealer
Fitting you with weapons in the form of words
And I don't really care which side wins
As long as the room keeps singing
That's just the business I'm in

This ain't a scene, it's a god damn arms race
This ain't a scene, it's a god damn arms race
This ain't a scene, it's a god damn arms race
I'm not a shoulder to cry on but I digress

I'm a leading man
And the lies I weave are oh so intricate, oh so intricate
I'm a leading man
And the lies I weave are oh so intricate, oh so intricate

I wrote the gospel on giving up
(You look pretty sinking)
But the real bombshells have already sunk
(Prima donnas of the gutter)
At night we're painting your trash gold while you sleep
Crashing not like hips or cars
No, more like p-p-p-parties

This ain't a scene, it's a god damn arms race
This ain't a scene, it's a god damn arms race
This ain't a scene, it's a god damn arms race
Bandwagon's full, please, catch another

I'm a leading man
And the lies I weave are oh so intricate, oh so intricate
I'm a leading man
And the lies I weave are oh so intricate, oh so intricate

All the boys who the dance floor didn't love
And all the girls who's lips couldn't move fast enough
Sing until your lungs give out

This ain't a scene, it's a god damn arms race
This ain't a scene, it's a god damn arms race
(Now you)
This ain't a scene, it's a god damn arms race
(Wear out the groove)
This ain't a scene, it's a god damn arms race
(Sing out loud)
This ain't a scene, it's a god damn arms race
(Oh, oh)
This ain't a scene, it's a god damn arms race

I'm a leading man
And the lies I weave are oh so intricate, oh so intricate
I'm a leading man
And the lies I weave are oh so intricate, oh so intricate."
696,1757.0,Fall Out Boy,Thnks Fr Th Mmrs,"I'm gonna make you bend and break
(It sent you to me without wings)
Say a prayer, but let the good times roll
In case God doesn't show
(Let the good times roll, let the good times roll)

And I want these words to make things right
But it's the wrongs that make the words come to life
""Who does he think he is?""
If that's the worst you've got better put your fingers back to the keys

One night and one more time
Thanks for the memories
Even though they weren't so great
He tastes like you only sweeter

One night yeah, and one more time
Thanks for the memories
Thanks for the memories
See he tastes like you only sweeter

I'm looking forward to the future
But my eyesight is going bad
And this crystal ball

It's always cloudy except for, except for
When you look into the past, look into the past
One night stand
One night stand

One night and one more time
Thanks for the memories
Even though they weren't so great
He tastes like you only sweeter

One night yeah, and one more time
Thanks for the memories
Thanks for the memories
See he tastes like you only sweeter

They say I only think in the form of
Crunching numbers in hotel rooms
Collecting page six lovers

Get me out of my mind
Get you out of those clothes
I'm a liner away from
Getting you into the mood

One night and one more time
Thanks for the memories
Even though they weren't so great
He tastes like you only sweeter

One night yeah, and one more time
Thanks for the memories
Thanks for the memories
See he tastes like you only sweeter

One night and one more time
(One more night, one more time)
Thanks for the memories
Even though they weren't so great
He tastes like you only sweeter

One night yeah, and one more time
(One more night, one more time)
Thanks for the memories
Thanks for the memories
See he tastes like you only sweeter."
697,968.0,Far East Movement,Like A G6,
698,1407.0,Far East Movement,Rocketeer,
699,570.0,Joe Cocker,Up Where We Belong (feat. Jennifer Warnes),"Who knows what tomorrow brings
In a world, few hearts survive
All I know is the way I feel
When it's real, I keep it alive

The road is long
There are mountains in our way
But we climb a step every day

Love lift us up where we belong
Where the eagles cry on a mountain high
Love lift us up where we belong
Far from the world below, up where the clear winds blow

Some hang on to &quot;used to be&quot;
Live their lives, looking behind
All we have is here and now
All our life, out there to find

The road is long, there are mountains in our way
But we climb them a step every day

Love lift us up where we belong
Where the eagles cry on a mountain high
Love lift us up where we belong
Far from the world we know, up where the clear winds blow

Time goes by
No time to cry
Life's you and I
Alive, today

Love lift us up where we belong
Where the eagles cry on a mountain high
Love lift us up where we belong
Far from the world we know, up where the clear winds blow
(repeat and fade)"
700,1061.0,Joe Cocker,I Can Stand a Little Rain,"I can stand a little rain
I can stand a little rain
I can stand a little rain
I can stand a little pain
But when the rain comes to the floorboard
I can stand a little rest

I can stand a little sorrow
I can stand it till tomorrow
I can stand a little strife
Just another taste of life

I can stand a little love
I can stand a little love
But when I'm on my last go-round
I can stand another test
I can stand another test

Cause I made it before
And I can make it some more
I made it before
And I know I can make it some more

Made it before
And I know I can make it some more
Made it before
And I know I can make it some more
I made it before
I can make it some more"
701,1891.0,Fats Domino,I'm in Love Again,"Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love you, yes I do
And I'm saving all my lovin' just for you

Need your lovin' and I need it bad
Just like a dog when he's goin' mad
Woo-ee baby, woo-oo-ee
Baby won't you give your love to me

Eenie meenie and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me

[Instrumental Interlude]

Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love, you yes I do
And I'm saving all my lovin' just for you

Eenie, meenie, and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me"
702,145.0,Fatman Scoop,Be Faithful,"yeah yeah
yeah yeah
yeah yeah
yeah yeah
yeah yeah
yeah yeah
yeah yeah
bass drop, base drop!!!
Oh Oh Oh Oh Oh Oh

(Fatman Scoop)
you gotta hundred dollar bill put your hands up
you gotta fifty dollar bill put your hands up
you gotta twenty dollar bill put your hands up
you gotta ten dollar bill put your hands up

single ladies i can't hear ya'll
single ladies.. make noise
single ladies i can't hear ya'll
single ladies.. make noise

all the chicken-heads... be quiet
all the chicken-heads... be quiet
all the chicken-heads... be quiet
all the chicken-heads... be quiet

hey ladies fatman scoop, faith evans sing along c'mon

(Faith Evans)
I never new there was a love,
like this before

(Fatman Scoop)
all the good looking women sing along. I can't hear ya

(Faith Evans)
never had someone to show me a love,
Love like this before

(Fatman Scoop)
Whats yo zodiac sign (what what)
Whats yo zodiac sign (I can't hear ya'll)
Whats yo zodiac sign Yeah yeah yeah oh (youu better watch yo step)

if you've got long hair put your hands up
if you've got short hair make noise
if you've got long hair put your hands up
if you've got short hair make noise

if you've got long hair on your head, ladies
if you've got long hair on your head
if you've got long hair on your head from your ear
to ya sleeve even if you gotta weave

Yo can i get a
Ooh ooh
Can i get a
ooh ooh
Can i get a
ooh ooh
Oh oh
Can i get a
ooh ooh
Can i get a
ooh ooh
Can i get a
ooh ooh
Oh Oh

To all my niggas that wanna
Hit it from the back
That wanna have sex
With no strings attatched
Yo, Can i get a
What what
Can i get a
What what
Can i get a
What what
Oh oh
Can i get a
What what
Can i get a
What what
Can i get a
What what
Oh Oh

engine, engine number 9
on the new york transit line
if my trains goes off the track
pick it up, pick it up, pick it up
lets go..

(Fatman Scoop)
who fuckin tonight, who fuckin tonight
who fuckin tonight oh oh
who fuckin tonight, who fuckin tonight
who fuckin tonight oh oh

stop playing.. keep it moving
stop playing.. keep it moving
stop playing.. keep it moving
keep it moving (yeah) moving (yeah) moving (yeah)

sing along..
hey.. ooh (yeah)
hey.. ooh (sing along now)
hey.. ooh
hey.. ooh (ladies)
hey.. ooh (fellas)
hey.. ooh (ladies)
hey.. ooh (fellas)
hey.. ooh (ladies)
hey.. ooh (fellas)
hey.. ooh (ladies)
c'mon c'mon c'mon sing along
everybody now..

(Faith Evans)
I never new there was love
like this before
(Yo, wordup, aha)
(Fatman Scoop)

all the ladies if your in here, i need to here ya aha
Aha yeah wordup fatman scoop, crooklyn clan,
Dj knuckles case smooth, Oh oh oh

(Faith Evans)
never had someone to show real love, love like this before

Go girlfriend its yo birthday, Go girlfriend its yo birthday
Go girlfriend its yo birthday Oh Oh Oh (Yoouu better watch yo step)
(Fatman Scoop)

fatman scoop, crooklyn clan
fatman scoop, crooklyn clan
fatman scoop, crooklyn clan
crooklyn clan, crooklyn clan
fatman scoop, crooklyn clan
fatman scoop, crooklyn clan
fatman scoop, crooklyn clan
(Yooouu better watch yo step, yo step yo step yo step)"
703,1351.0,Fedde Le Grand,Put Your Hands Up for Detroit,"Put Your Hands Up 4 Detroit

Put your hands up for detroit,
a lovely city

(repeat multiple times)"
704,1352.0,Fedde Le Grand,Put Your Hands Up for Detroit,"Put Your Hands Up 4 Detroit

Put your hands up for detroit,
a lovely city

(repeat multiple times)"
705,53.0,Felix da Housecat,Voicemail (feat. Miss Kittin),
